playerID,yearID,round,teamID,lgID,W,L,G,GS,CG,SHO,SV,IPouts,H,ER,HR,BB,SO,BAOpp,ERA,IBB,WP,HBP,BK,BFP,GF,R,SH,SF,GIDP
kirkmmi01,2010,WS,TEX,AL,0,0,2,0,0,0,0,2,3,1,0,0,1,0.6,13.5,0,0,0,0,5,2,1,0,0,0
lowema01,2010,WS,TEX,AL,0,0,2,0,0,0,0,2,4,5,0,1,0,0.66,,0,0,0,0,7,0,5,0,0,0
odayda01,2010,WS,TEX,AL,0,0,4,0,0,0,0,6,3,3,2,0,3,0.3,13.5,0,0,1,0,11,0,3,0,0,0
ogandal01,2010,WS,TEX,AL,0,0,2,0,0,0,0,11,1,0,0,0,6,0.09,0,0,0,0,0,11,0,0,0,0,0
wilsocj01,2010,WS,TEX,AL,0,1,1,1,0,0,0,18,3,2,1,2,4,0.14,3,0,0,0,0,23,0,2,0,0,0
albural01,2011,ALCS,DET,AL,0,0,2,0,0,0,0,5,0,0,0,2,2,0,0,0,1,0,0,7,1,0,,,0
cokeph01,2011,ALCS,DET,AL,0,0,4,0,0,0,1,10,3,1,0,1,2,0.231,2.7,0,0,0,0,14,2,1,,,0
fistedo01,2011,ALCS,DET,AL,1,0,1,1,0,0,0,22,7,2,0,0,3,0.28,2.45,0,0,1,0,27,0,2,,,2
perryry01,2011,ALCS,DET,AL,0,1,3,0,0,0,0,12,6,4,1,0,1,0.353,9,0,0,0,0,18,2,5,,,0
porceri01,2011,ALCS,DET,AL,0,0,3,1,0,0,0,27,10,4,0,1,7,0.27,4,1,0,0,0,38,0,5,,,1
scherma01,2011,ALCS,DET,AL,0,1,2,2,0,0,0,25,11,9,1,5,7,0.306,9.72,0,0,0,0,41,0,9,,,0
schleda01,2011,ALCS,DET,AL,0,0,1,0,0,0,0,0,1,1,0,0,0,1,,0,0,0,0,1,0,1,,,0
verlaju01,2011,ALCS,DET,AL,1,1,2,2,0,0,0,34,13,7,2,5,13,0.277,5.56,0,1,0,0,53,0,7,,,1
feldmsc01,2011,ALCS,TEX,AL,1,0,3,0,0,0,0,17,1,0,0,0,5,0.059,0,0,0,1,0,19,0,0,,,0
felizne01,2011,ALCS,TEX,AL,0,0,4,0,0,0,1,13,1,0,0,2,3,0.077,0,1,0,0,0,16,3,0,,,0
harrima01,2011,ALCS,TEX,AL,0,0,1,1,0,0,0,15,3,2,0,3,3,0.176,3.6,0,0,0,0,20,0,2,,,1
hollade01,2011,ALCS,TEX,AL,0,0,2,2,0,0,0,22,11,7,4,4,5,0.355,8.59,0,0,1,0,36,0,7,,,2
ogandal01,2011,ALCS,TEX,AL,2,0,4,0,0,0,0,23,3,1,1,2,10,0.115,1.17,0,0,0,0,28,0,1,,,0
wilsocj01,2011,ALCS,TEX,AL,0,1,2,2,0,0,0,32,14,8,3,7,11,0.326,6.75,1,1,0,0,50,0,8,,,3
albural01,2011,ALDS1,DET,AL,0,0,2,0,0,0,0,1,2,3,1,1,0,0.667,81,0,0,0,1,4,0,3,,,0
cokeph01,2011,ALDS1,DET,AL,0,0,1,0,0,0,0,3,3,3,0,1,1,0.5,27,0,0,0,0,7,0,3,,,0
fistedo01,2011,ALDS1,DET,AL,1,1,2,1,0,0,0,29,12,7,1,4,10,0.293,6.52,0,0,0,1,45,0,7,,,0
perryry01,2011,ALDS1,DET,AL,0,0,2,0,0,0,0,7,3,0,0,0,2,0.333,0,0,0,0,0,9,1,0,,,1
porceri01,2011,ALDS1,DET,AL,0,1,1,1,0,0,0,18,5,4,0,1,5,0.227,6,1,0,2,0,26,0,4,,,0
scherma01,2011,ALDS1,DET,AL,1,0,2,1,0,0,0,22,4,1,0,4,7,0.154,1.23,0,0,1,0,31,0,1,,,0
schleda01,2011,ALDS1,DET,AL,0,0,2,0,0,0,0,5,4,2,0,0,4,0.444,10.8,0,1,0,0,9,1,2,,,0
verlaju01,2011,ALDS1,DET,AL,1,0,2,2,0,0,0,27,6,5,0,5,12,0.188,5,0,1,1,0,38,0,5,,,2
hugheph01,2011,ALDS1,NYA,AL,0,0,2,0,0,0,0,7,2,0,0,0,4,0.222,0,0,0,0,0,9,0,0,,,0
loganbo02,2011,ALDS1,NYA,AL,0,0,3,0,0,0,0,7,1,0,0,0,6,0.125,0,0,0,0,1,8,1,0,,,0
novaiv01,2011,ALDS1,NYA,AL,1,1,2,1,0,0,0,25,7,4,2,4,8,0.233,4.32,0,0,0,0,34,0,4,,,1
roberda08,2011,ALDS1,NYA,AL,0,0,2,0,0,0,0,6,0,0,0,0,2,0,0,0,0,1,0,7,1,0,,,0
sabatcc01,2011,ALDS1,NYA,AL,0,0,3,2,0,0,0,26,10,6,1,8,11,0.323,6.23,2,1,0,0,41,0,6,,,3
wadeco01,2011,ALDS1,NYA,AL,0,0,1,0,0,0,0,6,2,0,0,1,2,0.286,0,0,0,0,0,9,0,0,,,0
daviswa01,2011,ALDS2,TBA,AL,0,0,2,0,0,0,0,7,1,0,0,1,1,0.125,0,0,0,0,0,9,2,0,,,0
gomesbr01,2011,ALDS2,TBA,AL,0,0,3,0,0,0,0,7,1,2,1,2,3,0.125,7.71,0,0,0,0,10,0,2,,,0
hellije01,2011,ALDS2,TBA,AL,0,1,1,1,0,0,0,12,4,3,3,1,1,0.267,6.75,0,0,0,0,16,0,3,,,1
howeljp01,2011,ALDS2,TBA,AL,0,0,1,0,0,0,0,0,1,0,0,0,0,1,,0,0,0,0,1,0,0,,,0
mcgeeja01,2011,ALDS2,TBA,AL,0,0,1,0,0,0,0,1,0,0,0,0,0,,0,0,0,1,0,2,0,0,,,0
moorema02,2011,ALDS2,TBA,AL,1,0,2,1,0,0,0,30,3,1,1,3,8,0.091,0.9,0,1,1,0,37,0,1,,,0
priceda01,2011,ALDS2,TBA,AL,0,1,1,1,0,0,0,20,7,3,1,1,3,0.269,4.05,0,1,0,0,27,0,3,,,0
shielja02,2011,ALDS2,TBA,AL,0,1,1,1,0,0,0,15,8,7,0,0,6,0.348,12.6,0,2,2,0,25,0,7,,,0
feldmsc01,2011,ALDS2,TEX,AL,0,0,1,0,0,0,0,9,2,0,0,0,4,0.182,0,0,0,0,0,11,0,0,,,0
felizne01,2011,ALDS2,TEX,AL,0,0,3,0,0,0,3,10,2,1,0,2,2,0.182,2.7,0,1,0,0,13,3,1,,,1
harrima01,2011,ALDS2,TEX,AL,1,0,2,1,0,0,0,17,6,3,0,3,9,0.261,4.76,0,1,0,0,26,0,3,,,0
hollade01,2011,ALDS2,TEX,AL,1,0,2,1,0,0,0,19,7,1,1,2,2,0.269,1.42,0,1,0,0,28,0,3,,,0
ogandal01,2011,ALDS2,TEX,AL,0,0,3,0,0,0,0,8,1,0,0,0,2,0.111,0,0,0,0,0,9,0,0,,,0
wilsocj01,2011,ALDS2,TEX,AL,0,1,1,1,0,0,0,15,7,6,3,1,6,0.304,10.8,0,0,1,0,25,0,8,,,0
axforjo01,2011,NLCS,MIL,NL,0,0,3,0,0,0,2,9,2,0,0,0,4,0.182,0,0,0,0,0,11,3,0,,,0
estrama01,2011,NLCS,MIL,NL,0,0,2,0,0,0,0,9,4,4,0,2,4,0.308,12,0,1,0,0,15,1,4,,,0
gallayo01,2011,NLCS,MIL,NL,0,1,1,1,0,0,0,15,8,4,0,5,2,0.381,7.2,2,3,0,0,26,0,4,,,2
greinza01,2011,NLCS,MIL,NL,1,1,2,2,0,0,0,35,15,8,1,4,6,0.288,6.17,0,0,1,0,58,0,11,,,0
loeka01,2011,NLCS,MIL,NL,0,0,3,0,0,0,0,7,10,4,0,1,2,0.625,15.43,0,0,0,0,18,0,6,,,1
marcush01,2011,NLCS,MIL,NL,0,2,2,2,0,0,0,15,10,9,2,2,2,0.435,16.2,0,0,0,0,26,0,9,,,0
narvech01,2011,NLCS,MIL,NL,0,0,4,0,0,0,0,15,5,6,3,1,8,0.25,10.8,1,0,0,0,22,2,6,,,0
rodrifr03,2011,NLCS,MIL,NL,0,0,3,0,0,0,0,9,3,1,0,1,4,0.273,3,0,0,0,0,13,0,1,,,0
boggsmi01,2011,NLCS,SLN,NL,0,0,3,0,0,0,0,9,4,2,1,1,0,0.333,6,0,0,0,0,13,1,2,,,1
garcija02,2011,NLCS,SLN,NL,0,1,2,2,0,0,0,26,13,7,2,3,8,0.351,7.27,0,0,1,0,42,0,7,,,0
jacksed01,2011,NLCS,SLN,NL,0,0,2,2,0,0,0,19,11,6,4,1,5,0.367,8.53,0,0,0,0,31,0,6,,,0
lynnla01,2011,NLCS,SLN,NL,1,0,5,0,0,0,0,16,3,0,0,2,1,0.188,0,1,0,0,0,18,0,0,,,3
mccleky01,2011,NLCS,SLN,NL,0,0,1,0,0,0,0,1,2,1,0,0,0,1,27,0,0,0,0,3,0,1,,,0
motteja01,2011,NLCS,SLN,NL,0,0,4,0,0,0,2,14,0,0,0,0,4,0,0,0,0,0,0,14,4,0,,,0
rzepcma01,2011,NLCS,SLN,NL,1,0,5,0,0,0,0,14,1,1,0,1,4,0.067,1.93,0,1,0,0,16,0,1,,,0
salasfe01,2011,NLCS,SLN,NL,0,0,4,0,0,0,0,18,3,1,0,1,6,0.143,1.5,0,0,0,0,22,1,1,,,0
bastaan01,2011,NLDS1,PHI,NL,0,0,2,0,0,0,0,3,0,0,0,1,1,0,0,0,0,0,0,4,0,0,,,0
blantjo01,2011,NLDS1,PHI,NL,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,,0
hamelco01,2011,NLDS1,PHI,NL,1,0,1,1,0,0,0,18,5,0,0,3,8,0.217,0,1,0,1,0,27,0,0,,,0
madsory01,2011,NLDS1,PHI,NL,0,0,4,0,0,0,1,13,4,1,0,0,6,0.267,2.08,0,0,0,0,15,4,1,,,1
stutemi01,2011,NLDS1,PHI,NL,0,0,1,0,0,0,0,1,3,3,0,1,0,0.75,81,0,0,0,0,5,0,3,,,0
worleva01,2011,NLDS1,PHI,NL,0,0,2,0,0,0,0,4,3,1,0,1,0,0.429,6.75,0,0,0,0,8,0,1,,,0
boggsmi01,2011,NLDS1,SLN,NL,0,0,2,0,0,0,0,6,4,2,0,1,1,0.444,9,0,0,0,0,11,0,2,,,0
garcija02,2011,NLDS1,SLN,NL,0,1,1,1,0,0,0,21,6,3,1,2,3,0.222,3.86,2,1,0,0,29,0,3,,,0
jacksed01,2011,NLDS1,SLN,NL,1,0,1,1,0,0,0,18,5,2,0,1,4,0.238,3,0,0,0,0,23,0,2,,,0
motteja01,2011,NLDS1,SLN,NL,0,0,3,0,0,0,2,10,1,0,0,0,3,0.091,0,0,0,0,0,11,3,0,,,0
rzepcma01,2011,NLDS1,SLN,NL,0,0,3,0,0,0,0,3,4,3,0,0,1,0.667,27,0,0,1,0,7,0,3,,,0
salasfe01,2011,NLDS1,SLN,NL,0,0,3,0,0,0,0,11,2,1,0,0,2,0.154,2.45,0,1,0,1,13,0,1,,,0
collmjo01,2011,NLDS2,ARI,NL,1,0,1,1,0,0,0,21,2,1,1,2,6,0.087,1.29,0,0,1,0,26,0,1,,,0
hernada01,2011,NLDS2,ARI,NL,0,0,4,0,0,0,0,15,2,2,1,0,5,0.118,3.6,0,0,0,0,17,1,2,,,0
hudsoda01,2011,NLDS2,ARI,NL,0,1,1,1,0,0,0,16,9,5,1,0,6,0.375,8.44,0,0,0,0,24,0,5,,,1
kenneia01,2011,NLDS2,ARI,NL,0,1,2,2,0,0,0,38,13,6,1,3,8,0.265,4.26,0,1,3,0,57,0,6,,,0
owingmi01,2011,NLDS2,ARI,NL,1,0,2,0,0,0,0,9,2,0,0,0,1,0.182,0,0,0,0,0,11,0,0,,,0
parkeja02,2011,NLDS2,ARI,NL,0,0,1,0,0,0,0,1,2,1,0,1,0,1,27,0,0,0,0,4,0,1,,,0
paterjo01,2011,NLDS2,ARI,NL,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,,,0
saundjo01,2011,NLDS2,ARI,NL,0,0,1,1,0,0,0,9,5,3,0,2,1,0.385,9,0,0,0,0,15,0,3,,,1
shawbr01,2011,NLDS2,ARI,NL,0,0,4,0,0,0,0,12,0,0,0,1,3,0,0,0,0,0,0,13,1,0,,,0
axforjo01,2011,NLDS2,MIL,NL,1,0,3,0,0,0,1,12,3,1,0,2,5,0.2,2.25,0,0,0,0,17,3,1,,,0
estrama01,2011,NLDS2,MIL,NL,0,0,2,0,0,0,0,9,3,0,0,0,5,0.25,0,0,0,0,0,12,1,0,,,0
gallayo01,2011,NLDS2,MIL,NL,1,0,2,2,0,0,0,42,10,2,2,3,14,0.2,1.29,0,1,0,0,53,0,2,,,1
greinza01,2011,NLDS2,MIL,NL,0,0,1,1,0,0,0,15,8,4,3,0,7,0.364,7.2,0,0,0,0,22,0,4,,,0
loeka01,2011,NLDS2,MIL,NL,0,0,2,0,0,0,0,6,3,0,0,0,1,0.375,0,0,0,0,0,8,0,1,,,1
marcush01,2011,NLDS2,MIL,NL,0,1,1,1,0,0,0,14,7,7,1,3,3,0.35,13.5,1,0,0,0,23,0,7,,,0
narvech01,2011,NLDS2,MIL,NL,0,0,2,0,0,0,0,7,2,3,2,1,5,0.2,11.57,0,0,0,0,11,0,3,,,0
rodrifr03,2011,NLDS2,MIL,NL,0,0,2,0,0,0,0,6,2,0,0,3,4,0.25,0,0,0,0,0,11,0,0,,,0
boggsmi01,2011,WS,SLN,NL,0,0,2,0,0,0,0,8,2,1,1,0,4,0.2,3.38,0,0,0,0,10,1,1,,,0
garcija02,2011,WS,SLN,NL,0,0,2,2,0,0,0,30,8,2,0,3,10,0.229,1.8,0,0,0,0,38,0,2,,,3
jacksed01,2011,WS,SLN,NL,0,1,1,1,0,0,0,16,3,3,0,7,3,0.167,5.06,0,0,0,0,25,0,3,,,0
lynnla01,2011,WS,SLN,NL,1,0,5,0,0,0,0,17,7,4,2,3,4,0.333,6.35,1,0,0,0,26,1,4,,,1
motteja01,2011,WS,SLN,NL,0,1,5,0,0,0,1,13,4,3,1,1,1,0.235,6.23,0,0,0,0,18,3,4,,,0
rzepcma01,2011,WS,SLN,NL,0,0,4,0,0,0,0,8,2,0,0,0,4,0.2,0,0,0,0,0,10,0,0,,,0
salasfe01,2011,WS,SLN,NL,0,0,4,0,0,0,0,11,7,3,0,3,4,0.35,7.36,1,0,0,0,23,0,5,,,0
feldmsc01,2011,WS,TEX,AL,0,0,5,0,0,0,0,15,5,5,0,6,2,0.278,9,2,0,1,0,26,1,5,,,0
felizne01,2011,WS,TEX,AL,0,0,4,0,0,0,2,11,2,2,0,4,7,0.167,4.91,0,0,1,0,17,3,2,,,0
harrima01,2011,WS,TEX,AL,0,2,2,2,0,0,0,23,11,6,2,3,4,0.324,7.04,1,0,0,0,37,0,8,,,2
hollade01,2011,WS,TEX,AL,1,0,2,1,0,0,0,31,4,1,1,2,7,0.118,0.87,0,0,0,0,36,0,1,,,1
lowema01,2011,WS,TEX,AL,0,1,2,0,0,0,0,3,3,2,1,0,1,0.5,18,0,0,0,0,6,1,2,,,0
ogandal01,2011,WS,TEX,AL,0,0,6,0,0,0,0,8,7,3,1,7,3,0.5,10.13,2,1,0,0,21,1,4,,,0
wilsocj01,2011,WS,TEX,AL,0,1,3,2,0,0,0,37,8,4,0,11,9,0.205,2.92,4,2,2,0,55,0,5,,,3
cokeph01,2012,ALCS,DET,AL,0,0,4,0,0,0,2,17,3,0,0,0,4,0.15,0,0,0,0,,20,3,0,,,0
fistedo01,2012,ALCS,DET,AL,0,0,1,1,0,0,0,19,6,0,0,4,5,0.24,0,0,0,0,,29,0,0,,,1
sanchan01,2012,ALCS,DET,AL,1,0,1,1,0,0,0,21,3,0,0,3,7,0.125,0,1,0,0,,27,0,0,,,0
scherma01,2012,ALCS,DET,AL,1,0,1,1,0,0,0,17,2,1,0,2,10,0.1,1.59,0,0,0,,22,0,1,,,0
smylydr01,2012,ALCS,DET,AL,1,0,2,0,0,0,0,7,1,0,0,0,2,0.125,0,0,0,0,,8,1,0,,,0
verlaju01,2012,ALCS,DET,AL,1,0,1,1,0,0,0,25,3,1,1,0,3,0.107,1.08,0,0,0,,28,0,1,,,0
chambjo03,2012,ALCS,NYA,AL,0,0,3,0,0,0,0,4,3,0,0,0,0,0.429,0,0,0,0,,7,1,0,,,0
eppleco01,2012,ALCS,NYA,AL,0,0,4,0,0,0,0,11,4,0,0,1,4,0.25,0,0,0,0,,17,1,0,,,0
hugheph01,2012,ALCS,NYA,AL,0,1,1,1,0,0,0,9,3,1,1,3,1,0.25,3,0,0,0,,15,0,1,,,0
loganbo02,2012,ALCS,NYA,AL,0,0,3,0,0,0,0,9,3,0,0,0,1,0.273,0,0,0,0,,11,0,0,,,1
phelpda01,2012,ALCS,NYA,AL,0,1,2,0,0,0,0,6,5,2,0,1,1,0.417,9,0,0,0,,13,1,3,,,0
rapadcl01,2012,ALCS,NYA,AL,0,0,4,0,0,0,0,4,0,0,0,2,1,0,0,1,0,0,,6,0,0,,,0
roberda08,2012,ALCS,NYA,AL,0,0,2,0,0,0,0,6,2,1,1,0,2,0.25,4.5,0,0,0,,8,1,1,,,0
sabatcc01,2012,ALCS,NYA,AL,0,1,1,1,0,0,0,11,11,5,2,2,3,0.478,12.27,0,0,0,,25,0,6,,,0
chenwe02,2012,ALDS1,BAL,AL,1,0,1,1,0,0,0,19,8,1,0,1,3,0.286,1.42,0,0,0,,29,0,2,,,0
gonzami03,2012,ALDS1,BAL,AL,0,0,1,1,0,0,0,21,5,1,0,0,8,0.2,1.29,0,0,0,,25,0,1,,,1
hammeja01,2012,ALDS1,BAL,AL,0,1,2,2,0,0,0,34,8,4,0,6,11,0.205,3.18,2,0,0,,45,0,4,,,1
hunteto02,2012,ALDS1,BAL,AL,0,0,2,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,,5,1,0,,,0
johnsji04,2012,ALDS1,BAL,AL,0,1,4,0,0,0,2,13,6,5,2,0,4,0.316,10.38,0,0,0,,19,2,6,,,0
matusbr01,2012,ALDS1,BAL,AL,0,1,5,0,0,0,0,13,2,1,1,2,5,0.143,2.08,1,1,0,,16,2,1,,,1
odayda01,2012,ALDS1,BAL,AL,0,0,4,0,0,0,0,15,0,0,0,1,4,0,0,0,0,0,,16,0,0,,,0
pattotr01,2012,ALDS1,BAL,AL,0,0,3,0,0,0,0,6,3,1,1,2,3,0.333,4.5,0,0,0,,11,0,1,,,0
saundjo01,2012,ALDS1,BAL,AL,0,0,1,1,0,0,0,17,3,1,0,4,5,0.176,1.59,0,0,0,,22,0,1,,,1
stroppe01,2012,ALDS1,BAL,AL,1,0,2,0,0,0,0,7,1,0,0,1,2,0.125,0,0,0,0,,9,0,0,,,0
chambjo03,2012,ALDS1,NYA,AL,0,0,1,0,0,0,0,3,1,0,0,0,1,0.25,0,0,0,0,,4,0,0,,,0
hugheph01,2012,ALDS1,NYA,AL,0,0,1,1,0,0,0,20,4,1,1,3,8,0.167,1.35,0,0,0,,27,0,1,,,0
loganbo02,2012,ALDS1,NYA,AL,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,,2,0,0,,,0
phelpda01,2012,ALDS1,NYA,AL,0,1,1,0,0,0,0,4,2,1,0,0,1,0.333,6.75,0,0,0,,6,0,1,,,0
rapadcl01,2012,ALDS1,NYA,AL,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,1,0,0,,,0
roberda08,2012,ALDS1,NYA,AL,1,0,4,0,0,0,0,13,1,0,0,0,5,0.071,0,0,0,0,,14,3,0,,,0
sabatcc01,2012,ALDS1,NYA,AL,2,0,2,2,1,0,0,53,12,3,0,3,16,0.19,1.53,0,0,0,,67,0,3,,,2
albural01,2012,ALDS2,DET,AL,1,0,2,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,,4,1,0,,,0
cokeph01,2012,ALDS2,DET,AL,0,0,3,0,0,0,0,5,1,0,0,2,1,0.167,0,0,0,0,,8,0,0,,,0
fistedo01,2012,ALDS2,DET,AL,0,0,1,1,0,0,0,21,6,2,0,2,8,0.25,2.57,0,0,2,,29,0,2,,,1
porceri01,2012,ALDS2,DET,AL,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,1,1,0,,,0
sanchan01,2012,ALDS2,DET,AL,0,1,1,1,0,0,0,19,5,2,1,2,3,0.227,2.84,0,0,0,,24,0,2,,,1
scherma01,2012,ALDS2,DET,AL,0,0,1,1,0,0,0,16,3,0,0,1,8,0.158,0,0,1,0,,20,0,1,,,0
verlaju01,2012,ALDS2,DET,AL,2,0,2,2,1,1,0,48,7,1,1,5,22,0.13,0.56,0,0,0,,59,0,1,,,0
anderbr04,2012,ALDS2,OAK,AL,1,0,1,1,0,0,0,18,2,0,0,2,6,0.105,0,0,0,0,,21,0,0,,,1
blevije01,2012,ALDS2,OAK,AL,0,0,3,0,0,0,0,11,1,0,0,0,0,0.083,0,0,0,0,,12,1,0,,,1
cookry01,2012,ALDS2,OAK,AL,1,0,4,0,0,0,0,10,4,3,0,1,4,0.308,8.1,0,1,1,,16,1,3,,,0
doolise01,2012,ALDS2,OAK,AL,0,0,3,0,0,0,0,8,5,1,0,0,5,0.385,3.38,0,0,0,,14,0,3,,,0
griffaj01,2012,ALDS2,OAK,AL,0,0,1,1,0,0,0,15,7,2,1,0,1,0.35,3.6,0,0,0,,21,0,2,,,1
milonto01,2012,ALDS2,OAK,AL,0,0,1,1,0,0,0,18,5,1,0,1,6,0.217,1.5,0,1,1,,25,0,1,,,0
neshepa01,2012,ALDS2,OAK,AL,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,,2,0,0,,,0
parkeja02,2012,ALDS2,OAK,AL,0,2,2,2,0,0,0,38,14,6,1,2,11,0.286,4.26,0,2,1,,53,0,7,,,1
scribev01,2012,ALDS2,OAK,AL,0,0,1,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,,6,1,0,,,0
johnsji04,2012,ALWC,BAL,AL,0,0,1,0,0,0,0,3,2,0,0,1,0,0.4,0,0,0,0,,6,1,0,,,0
matusbr01,2012,ALWC,BAL,AL,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,,1,0,0,,,0
odayda01,2012,ALWC,BAL,AL,0,0,1,0,0,0,0,6,1,0,0,0,1,0.143,0,0,0,0,,7,0,0,,,0
saundjo01,2012,ALWC,BAL,AL,1,0,1,1,0,0,0,17,6,1,0,1,4,0.286,1.59,0,0,0,,22,0,1,,,3
darviyu01,2012,ALWC,TEX,AL,0,1,1,1,0,0,0,20,5,2,0,0,7,0.208,2.7,0,0,1,,27,0,3,,,0
hollade01,2012,ALWC,TEX,AL,0,0,1,0,0,0,0,1,1,0,0,0,1,0.5,0,0,1,0,,2,0,0,,,0
bumgama01,2012,NLCS,SFN,NL,0,1,1,1,0,0,0,11,8,6,2,1,2,0.421,14.73,0,0,0,,20,0,6,,,0
cainma01,2012,NLCS,SFN,NL,1,1,2,2,0,0,0,37,11,3,1,2,6,0.234,2.19,1,0,2,,51,0,3,,,1
garcija01,2012,NLCS,SFN,NL,0,0,4,0,0,0,0,7,2,0,0,0,3,0.2,0,0,1,0,,10,0,0,,,0
kontoge01,2012,NLCS,SFN,NL,0,0,3,0,0,0,0,4,2,2,0,0,0,0.4,13.5,0,0,0,,6,1,2,,,0
linceti01,2012,NLCS,SFN,NL,0,1,2,1,0,0,0,20,6,4,0,4,4,0.25,5.4,0,0,0,,29,0,4,,,1
mijarjo01,2012,NLCS,SFN,NL,0,0,3,0,0,0,0,6,1,0,0,1,3,0.143,0,0,0,0,,8,1,0,,,0
romose01,2012,NLCS,SFN,NL,0,0,4,0,0,0,0,10,2,0,0,0,3,0.167,0,0,1,0,,12,4,0,,,0
boggsmi01,2012,NLCS,SLN,NL,0,0,4,0,0,0,0,10,4,2,1,2,3,0.308,5.4,0,0,0,,15,0,2,,,1
kellyjo05,2012,NLCS,SLN,NL,0,0,4,0,0,0,0,12,6,2,0,3,2,0.316,4.5,0,0,0,,22,0,2,,,0
lynnla01,2012,NLCS,SLN,NL,0,1,2,2,0,0,0,22,9,4,0,4,9,0.29,4.91,0,0,0,,36,0,8,,,0
millesh01,2012,NLCS,SLN,NL,0,0,2,0,0,0,0,10,4,2,0,1,4,0.286,5.4,0,0,0,,15,0,2,,,0
motteja01,2012,NLCS,SLN,NL,0,0,3,0,0,0,2,12,2,1,1,0,0,0.143,2.25,0,0,0,,14,3,1,,,0
mujiced01,2012,NLCS,SLN,NL,1,0,5,0,0,0,0,12,4,0,0,0,3,0.25,0,0,0,0,,16,2,0,,,0
rosentr01,2012,NLCS,SLN,NL,0,0,4,0,0,0,0,16,1,0,0,2,9,0.059,0,0,0,0,,19,0,0,,,0
rzepcma01,2012,NLCS,SLN,NL,0,0,3,0,0,0,0,4,1,1,0,1,2,0.2,6.75,0,0,0,,6,1,1,,,0
salasfe01,2012,NLCS,SLN,NL,0,0,4,0,0,0,0,14,3,2,1,0,4,0.176,3.86,0,0,0,,17,1,2,,,0
wainwad01,2012,NLCS,SLN,NL,1,0,1,1,0,0,0,21,4,1,1,0,5,0.16,1.29,0,0,0,,25,0,1,,,0
boggsmi01,2012,NLDS1,SLN,NL,0,1,4,0,0,0,0,11,3,0,0,1,2,0.214,0,0,0,0,,16,0,2,,,0
garcija02,2012,NLDS1,SLN,NL,0,0,1,1,0,0,0,6,2,1,0,3,3,0.25,4.5,0,0,0,,11,0,1,,,0
kellyjo05,2012,NLDS1,SLN,NL,0,0,3,0,0,0,0,11,0,0,0,1,3,0,0,0,0,0,,12,1,0,,,0
lynnla01,2012,NLDS1,SLN,NL,1,1,3,0,0,0,0,10,4,3,3,2,6,0.286,8.1,0,0,0,,16,1,3,,,0
motteja01,2012,NLDS1,SLN,NL,1,0,2,0,0,0,0,9,3,1,0,0,1,0.25,3,0,0,0,,12,2,1,,,0
mujiced01,2012,NLDS1,SLN,NL,0,0,3,0,0,0,0,9,3,1,0,1,1,0.3,3,0,0,0,,12,0,1,,,0
rosentr01,2012,NLDS1,SLN,NL,0,0,3,0,0,0,0,10,1,0,0,0,6,0.091,0,0,0,0,,11,1,0,,,0
rzepcma01,2012,NLDS1,SLN,NL,0,0,1,0,0,0,0,1,1,0,0,0,1,0.5,0,0,0,0,,2,0,0,,,0
salasfe01,2012,NLDS1,SLN,NL,0,0,1,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,,3,0,0,,,0
wainwad01,2012,NLDS1,SLN,NL,0,0,2,2,0,0,0,24,13,7,3,3,15,0.351,7.88,0,1,0,,40,0,7,,,0
burnese01,2012,NLDS1,WAS,NL,0,0,2,0,0,0,0,3,3,3,1,1,1,0.5,27,0,0,0,,7,0,4,,,0
clippty01,2012,NLDS1,WAS,NL,0,0,3,0,0,0,0,9,1,1,1,1,5,0.1,3,0,0,0,,12,0,1,,,0
detwiro01,2012,NLDS1,WAS,NL,0,0,1,1,0,0,0,18,3,0,0,3,2,0.15,0,1,0,0,,25,0,1,,,0
garcich02,2012,NLDS1,WAS,NL,0,0,2,0,0,0,0,8,2,1,0,4,4,0.222,3.38,1,0,0,,13,0,1,,,1
gonzagi01,2012,NLDS1,WAS,NL,0,0,2,2,0,0,0,30,6,5,0,11,10,0.182,4.5,0,2,0,,45,0,5,,,1
gorzeto01,2012,NLDS1,WAS,NL,0,0,1,0,0,0,0,1,1,0,0,0,0,0.5,0,0,0,0,,2,1,0,,,0
jacksed01,2012,NLDS1,WAS,NL,0,1,2,1,0,0,0,18,9,5,1,3,6,0.375,7.5,0,0,0,,28,0,5,,,2
matthry01,2012,NLDS1,WAS,NL,1,0,3,0,0,0,0,9,3,2,0,1,0,0.273,6,0,0,0,,12,0,2,,,1
